issuer,date,rating
00013674,03-Apr-1983,B
00013674,30-May-1996,BBB
00013674,10-Jan-1998,A
00013674,19-Jun-2000,BBB
00013674,03-Jun-2002,B
00014008,29-Dec-1983,B
00014008,19-Sep-1997,BB
00014008,01-Apr-1999,D
00012638,04-Feb-1985,AA
00012638,04-Apr-1988,A
00012638,21-Sep-1995,AA
00012638,07-May-2003,A
00010834,15-Mar-1984,AAA
00010834,19-Jun-1987,AA
00010834,18-Jan-2000,A
00013913,11-Dec-1984,BB
00013913,05-May-1988,B
00013913,19-Jan-1994,BB
00012399,26-Aug-1984,CCC
00012399,05-Nov-1991,D
00013155,26-Mar-1984,BBB
00013155,05-Aug-1984,BB
00013155,09-Feb-1998,BBB
00013155,31-Oct-1998,AA
00010982,21-Apr-1983,AAA
00010982,24-Jul-1998,AA
00010982,29-Aug-2001,BBB
00014026,15-Jun-1984,BBB
00014026,04-May-2000,D
00012439,09-Nov-1982,A
00012439,04-Oct-1983,BBB
00012439,21-Apr-1993,BB
00011175,05-May-1984,AA
00010652,09-Jun-1984,B
00010652,16-Sep-1986,BB
00010652,29-Dec-1990,BBB
00011094,17-Aug-1984,BBB
00011094,21-Oct-1992,A
00011094,26-Jun-2000,BBB
00010241,25-Jan-1985,AAA
00010241,19-Apr-1985,AA
00010241,28-Mar-1986,A
00010241,04-Feb-1998,BBB
00010241,22-May-2000,BB
00010241,16-Aug-2002,BBB
00011163,27-Apr-1985,BB
00011163,22-Feb-2000,BBB
00010642,25-Sep-1984,AA
00014721,22-Mar-1984,CCC
00014721,10-Jan-1992,D
00014688,04-Mar-1985,AAA
00014688,12-Mar-2000,AA
00010720,20-Mar-1984,B
00010720,03-Aug-1998,BB
00010720,16-Sep-2000,BBB
00011616,03-Sep-1982,CCC
00011616,21-Feb-1984,D
00014555,16-Dec-1982,BBB
00014555,01-Jan-1992,A
00011299,28-Dec-1984,BB
00011299,10-Aug-1985,B
00011299,27-Jul-2002,BB
00013475,15-Dec-1983,CCC
00013475,03-Apr-1986,D
00013020,10-Dec-1984,AA
00013579,15-Mar-1983,CCC
00013579,21-Aug-1986,D
00014498,21-Feb-1984,BBB
00014498,11-Apr-1986,BB
00014498,10-Jun-1990,BBB
00014498,25-Nov-1993,BB
00014498,05-Mar-1998,BBB
00014498,29-May-2000,BB
00014824,09-May-1984,AAA
00014824,08-May-1993,AA
00014824,20-Oct-2002,A
00010205,19-Sep-1982,BB
00010205,14-Nov-1991,BBB
00010821,24-Apr-1984,A
00010821,14-Mar-1998,AA
00011882,15-Aug-1983,AAA
00011882,26-Aug-1992,AA
00011882,26-Sep-2002,A
00010455,06-Oct-1982,CCC
00010455,06-Jan-1984,D
00011371,21-Dec-1983,BBB
00011371,24-Sep-1995,BB
00010663,26-Feb-1983,AA
00010663,20-Jan-1992,A
00010663,18-May-1999,AA
00014263,19-Dec-1982,AA
00014263,21-Aug-1985,AAA
00010726,11-Mar-1983,BBB
00010726,03-Jan-1993,A
00010726,20-Feb-2003,BBB
00011131,11-Jan-1983,CCC
00011131,26-Nov-1986,D
00014974,23-Feb-1983,CCC
00014974,17-Jul-1995,B
00014025,29-Sep-1982,BB
00014025,05-Sep-1988,BBB
00014025,07-Mar-1992,A
00010772,14-May-1984,A
00010772,12-Jul-1992,BBB
00010772,04-Sep-1996,A
00012061,27-May-1983,AA
00012061,30-Jan-1999,A
00011265,08-Feb-1984,A
00011265,14-Jan-1997,AA
00011265,19-Jan-2000,BBB
00011265,14-Sep-2000,A
00011265,20-Jan-2003,BBB
00012894,13-Jul-1984,AA
00012564,30-Dec-1983,BBB
00013858,05-Feb-1984,A
00013858,01-Jul-1992,BBB
00013858,19-Feb-1995,BB
00013858,22-May-1996,BBB
00013858,16-Feb-1997,A
00012474,06-Nov-1983,BB
00012474,17-Sep-1993,B
00012474,12-Apr-1994,BB
00012474,09-Dec-1996,BBB
00012474,26-Dec-1997,A
00011313,20-Dec-1982,BB
00011313,18-Mar-1983,BBB
00011313,11-Mar-1992,A
00011313,01-Nov-1994,BBB
00011313,25-Sep-1995,A
00010852,21-Dec-1983,AA
00010852,25-Apr-2003,A
00012750,18-Dec-1984,BBB
00012750,08-May-1987,A
00012750,23-Jul-2004,BBB
00014209,08-Jan-1985,AA
00014209,22-Jul-1985,A
00014208,15-May-1983,B
00014208,13-Sep-1992,CCC
00014208,22-Mar-1997,B
00014208,19-Aug-1997,BB
00014208,20-Apr-1999,B
00014208,04-Oct-2002,D
00011552,14-Mar-1983,BB
00011552,19-Nov-1983,B
00011552,22-Jun-1985,BB
00011552,24-Mar-1992,BBB
00011552,20-Feb-1999,D
00011938,05-Mar-1984,BB
00011938,16-Sep-1984,BBB
00011938,05-Nov-1987,B
00011728,19-May-1984,AA
00011728,27-Dec-1984,A
00011728,18-Feb-1995,BBB
00013126,09-Oct-1983,BB
00013126,02-Oct-1986,B
00013126,01-Jul-1991,CCC
00013126,17-Aug-1992,D
00012997,12-Mar-1983,BBB
00012997,09-Mar-1999,BB
00012997,14-Dec-2001,B
00011285,23-Mar-1985,BB
00011285,15-May-1985,B
00011285,21-Jul-1986,CCC
00011285,02-Apr-1993,B
00011285,01-Dec-1996,D
00012504,08-Nov-1982,BB
00012504,23-Oct-1989,B
00012504,01-Aug-1990,BB
00012504,04-Aug-1991,BBB
00012504,10-Jan-1997,A
00012504,18-Mar-1999,AA
00011862,01-Dec-1982,BBB
00011862,28-Jun-1997,A
00011917,07-Jan-1983,BB
00011917,23-Jun-1998,B
00011917,07-Nov-2000,BB
00011745,31-Jan-1983,A
00011745,25-Nov-1987,BBB
00011871,30-Apr-1984,A
00011871,26-Aug-1992,BBB
00014456,14-Mar-1984,CCC
00014456,30-Aug-1990,D
00012277,09-Oct-1982,A
00012277,11-Jun-2002,BBB
00014831,07-Mar-1985,BB
00014831,10-Oct-1992,B
00013610,16-Aug-1984,CCC
00013610,05-Oct-1985,D
00011056,25-Aug-1984,CCC
00011056,01-Sep-1984,D
00013070,20-Oct-1982,AA
00013070,04-Dec-1982,A
00013070,09-Jan-2002,BBB
00012396,26-Dec-1984,B
00012396,08-Jun-1987,BB
00012396,09-Jul-1992,B
00012396,23-Dec-1994,BB
00012396,13-Sep-2000,B
00013319,10-Mar-1985,B
00013319,03-Mar-1998,BB
00014909,29-Apr-1985,AAA
00014909,19-May-1986,AA
00014529,24-Dec-1984,AAA
00014529,13-Aug-2000,AA
00011460,12-Oct-1984,B
00011460,28-Sep-1989,BB
00011460,19-Jan-1994,BBB
00011794,13-Jan-1984,AAA
00011794,25-Dec-2003,A
00011889,11-Feb-1983,A
00011889,06-Jan-2002,BBB
00012545,20-Sep-1983,B
00012545,30-Nov-1983,CCC
00012545,14-Jun-1987,D
00010858,30-Dec-1982,AA
00010858,03-Mar-1990,A
00010858,07-Feb-2000,BBB
00014362,17-Sep-1982,BBB
00014362,10-Jan-1996,A
00014362,22-Jan-1998,BBB
00011739,15-Mar-1985,AA
00011739,07-Aug-1992,A
00013603,15-Jun-1983,AAA
00013603,26-Sep-1990,AA
00010612,09-Jun-1983,BB
00010612,01-Oct-1984,B
00010612,26-Feb-1988,CCC
00010612,19-May-1994,BB
00010612,11-Jul-1996,B
00012392,17-Jul-1983,BBB
00012392,27-Oct-2000,A
00011669,28-Nov-1983,BBB
00011669,03-Jul-1988,A
00011669,26-Sep-1989,BBB
00014380,27-May-1984,BB
00014380,08-Mar-1996,B
00014380,16-Dec-1996,BB
00014380,10-Jun-1998,A
00012083,12-Sep-1982,AA
00012083,14-May-1996,AAA
00012083,18-Jul-2002,AA
00014278,08-Dec-1984,AA
00013751,28-Feb-1984,AAA
00013751,22-Mar-1984,AA
00013751,09-Jul-1987,A
00013751,01-Jun-1992,AA
00013751,04-Aug-1993,A
00013751,19-Jun-2001,BBB
00013751,15-Feb-2003,A
00013212,19-Dec-1984,AAA
00013212,04-Feb-1985,AA
00013212,08-Mar-1993,A
00013212,11-Nov-1998,AA
00013212,02-Aug-2000,A
00013212,14-May-2002,AA
00012084,01-Aug-1983,CCC
00012084,08-Dec-1986,D
00011106,07-Nov-1983,AAA
00011106,30-Jun-1984,AA
00011106,01-Aug-1997,AAA
00014366,11-Oct-1982,CCC
00014366,05-Jul-1988,B
00014366,25-Sep-1989,BB
00014366,27-Oct-2001,B
00012711,11-Feb-1983,B
00012711,15-Jul-1992,BBB
00014912,11-Jun-1984,B
00014912,15-Jun-1994,BB
00014912,23-Feb-2000,BBB
00014912,23-Mar-2001,A
00014912,04-Jan-2002,AA
00012772,15-Jul-1983,A
00011639,02-Feb-1985,CCC
00011639,10-Feb-1989,B
00011639,05-Feb-1992,D
00014408,14-Dec-1982,BBB
00012193,03-May-1985,AA
00012193,28-Apr-1989,A
00013377,09-Feb-1984,A
00013377,23-Apr-1999,BBB
00010339,25-Jul-1984,AA
00010339,22-May-1998,AAA
00010820,14-May-1985,BBB
00010820,23-Sep-1986,BB
00010820,29-Oct-1997,BBB
00010820,24-Jun-1999,A
00010820,23-Feb-2005,BBB
00011485,02-Jun-1983,BB
00011485,14-Nov-1993,BBB
00011485,18-Sep-1994,BB
00011485,11-Oct-1995,BBB
00012085,06-Oct-1983,AA
00010464,26-Nov-1983,AA
00010464,21-May-1994,A
00010464,02-May-1997,AA
00010464,08-Aug-1999,A
00010464,30-Jul-2000,AA
00010464,28-Nov-2001,A
00013086,20-Sep-1984,B
00011831,14-Nov-1984,AA
00011831,13-Dec-1987,A
00011831,01-May-1992,BBB
00011831,25-Aug-1995,A
00011831,08-Sep-2000,BBB
00012852,26-Nov-1982,AAA
00012852,14-Jul-1984,AA
00012852,08-Apr-1996,AAA
00012852,15-Oct-1998,AA
00014450,12-Feb-1983,BBB
00014450,14-May-1985,A
00014450,08-Mar-1998,BBB
00010161,12-Aug-1983,B
00010161,04-May-1987,BB
00010161,18-May-1989,BBB
00010161,05-Jul-2001,A
00010173,13-Oct-1982,BBB
00012801,22-Jan-1984,BBB
00012801,28-Oct-1993,A
00012801,02-Jan-1998,AA
00010666,20-Jul-1983,AA
00011166,09-Feb-1983,BB
00011166,24-Aug-1995,BBB
00011166,25-Jan-1997,A
00011166,01-Feb-1998,AA
00014878,15-Mar-1983,B
00014878,21-Sep-1986,BB
00014878,17-Jan-1998,BBB
00012043,09-Feb-1985,BBB
00012043,03-Jan-1988,A
00012043,15-Jan-1994,AAA
00011157,24-Jun-1984,A
00011157,09-Dec-1999,BBB
00011157,28-Mar-2001,A
00011157,01-Jun-2004,BBB
00013082,29-Nov-1983,CCC
00013082,20-Sep-1987,D
00011637,16-Feb-1985,AAA
00011637,22-Jan-1987,AA
00013638,30-Nov-1982,BB
00013638,12-May-1987,BBB
00013638,30-Sep-1996,A
00013638,25-Nov-1998,BBB
00013595,02-Sep-1984,BBB
00013595,15-Jan-1999,A
00012354,24-Aug-1984,A
00014031,02-Mar-1984,B
00014031,04-May-1986,BB
00014031,28-Dec-1989,BBB
00014031,02-Oct-1992,BB
00014031,16-Feb-1994,B
00014031,28-Aug-1997,BB
00013387,18-Feb-1983,AAA
00013387,21-May-1993,AA
00013387,23-Oct-1997,AAA
00011513,06-Apr-1984,B
00011513,05-Mar-1996,BB
00011513,17-Nov-1996,BBB
00011513,02-Aug-1998,A
00013201,14-Jun-1983,BB
00013201,10-Dec-1987,BBB
00013201,09-Nov-1998,BB
00014648,30-Dec-1982,AA
00014648,29-Jan-1998,BBB
00012363,18-Mar-1983,BBB
00012363,20-Oct-1983,BB
00012363,01-Feb-2002,B
00014317,29-Jan-1985,AAA
00014317,19-Aug-1985,AA
00014317,19-May-1990,AAA
00010307,28-Oct-1982,AAA
00013637,17-Apr-1983,CCC
00013637,10-Mar-1985,D
00014277,10-Oct-1982,CCC
00014277,26-Jul-1984,D
00012248,03-Nov-1983,BBB
00012248,12-Aug-1984,BB
00012248,09-Jun-1991,B
00012248,25-May-1995,CCC
00012248,20-Feb-1997,BB
00012248,21-May-2002,B
00014628,31-Aug-1982,AAA
00014628,28-Aug-1998,AA
00014628,23-Feb-2001,A
00012526,01-Feb-1985,BB
00012526,09-Oct-1989,BBB
00012526,26-Jul-2001,A
00012030,02-Mar-1983,CCC
00012030,29-Nov-1990,D
00012688,19-Nov-1982,CCC
00012688,04-Feb-1989,B
00012688,17-Feb-1994,D
00012578,21-Jun-1983,B
00012578,26-Jul-1983,CCC
00012578,06-Mar-1990,D
00013807,17-Nov-1983,CCC
00013807,25-Sep-1984,D
00011857,27-Nov-1982,BBB
00010271,10-May-1985,A
00014133,16-Jul-1983,AAA
00014771,11-Jun-1983,B
00014771,25-Mar-1997,BB
00014771,09-Mar-1998,A
00014771,19-Jul-1998,BBB
00014771,18-Dec-1999,A
00010533,19-Oct-1982,B
00010533,24-Aug-1990,CCC
00010533,22-Aug-2000,D
00011130,12-Jun-1983,A
00011130,28-Oct-1983,BBB
00011130,19-Sep-2001,A
00011130,27-Jul-2002,BBB
00010592,03-Oct-1982,AA
00010592,13-Jun-1983,A
00010592,23-Apr-1990,B
00010592,06-Oct-2000,D
00010646,05-Jan-1984,A
00010646,05-Jun-1988,AA
00010646,14-Jun-1989,BBB
00014866,18-Sep-1984,A
00014866,02-Jul-1985,BBB
00010696,10-May-1984,A
00012858,15-Nov-1982,BBB
00012858,13-Sep-1996,A
00013990,06-Nov-1982,BBB
00013990,09-Jun-1986,BB
00013990,27-Dec-1994,BBB
00013990,10-Jun-1998,BB
00010317,04-Oct-1984,AA
00010317,26-Jun-2000,A
00013328,09-Feb-1985,B
00013328,16-Jul-1987,BB
00013328,26-Apr-1988,B
00013328,17-May-1991,BB
00013328,07-Feb-2000,BBB
00013328,03-Aug-2000,BB
00013853,03-Feb-1984,BBB
00013853,02-Dec-1991,B
00013853,10-Sep-1996,BB
00013853,28-Nov-1997,BBB
00013853,17-Jan-2001,A
00014640,05-Dec-1982,A
00014640,30-Jul-1986,BBB
00014640,22-Jul-1992,A
00014640,28-Jul-1998,BB
00014640,27-Dec-1998,A
00013069,21-Nov-1984,BB
00013069,30-Oct-1995,BBB
00013069,15-Oct-1996,B
00013069,02-Aug-1998,BB
00013069,14-Mar-2000,B
00012828,22-Jul-1983,CCC
00012828,24-Nov-1987,B
00012828,18-Aug-1997,BB
00013590,08-Jun-1983,AA
00013590,14-Dec-1994,A
00013590,16-Jan-1999,B
00013590,29-Feb-2000,BB
00014870,03-Sep-1984,AAA
00014870,04-Sep-1999,A
00011694,28-Aug-1982,A
00011694,29-Oct-1995,AA
00011694,13-Feb-1998,BB
00011694,07-Jan-2002,B
00010987,05-Oct-1982,AA
00010987,17-Sep-2002,A
00012651,16-Jun-1984,A
00012651,22-May-2000,BBB
00010424,13-Apr-1984,AAA
00010424,29-Mar-1985,A
00010424,28-Jun-1997,AA
00013559,26-Jan-1984,AAA
00013559,25-Mar-1999,AA
00010752,17-Aug-1984,BB
00010752,14-Mar-1998,BBB
00010752,22-Mar-2003,B
00010146,25-Jul-1984,BBB
00010146,06-Apr-1997,A
00010146,14-Nov-1998,AA
00013833,08-Oct-1984,AA
00013833,01-Mar-1987,AAA
00013833,08-Feb-2000,AA
00013456,02-Jun-1983,B
00014240,11-Jul-1984,BB
00014240,28-Aug-1985,B
00014240,12-Aug-1986,BB
00014240,28-Jan-1995,BBB
00014240,04-Nov-1997,A
00014240,09-Jul-1999,AA
00014240,01-Apr-2000,A
00014120,26-Feb-1984,B
00014120,22-Sep-1997,BB
00014120,14-Nov-1998,BBB
00011773,18-Sep-1983,AAA
00011773,09-Sep-1992,AA
00011773,20-Feb-1995,A
00011773,17-Aug-2002,BBB
00014720,18-Oct-1982,AAA
00014720,10-Sep-1984,AA
00014720,18-Aug-1989,A
00011029,06-Oct-1984,AA
00011029,23-Oct-1996,AAA
00014674,21-Jul-1983,B
00014674,29-Nov-1985,BB
00014674,05-Nov-1989,B
00014674,07-Mar-1997,BB
00013886,17-Apr-1984,BB
00013886,06-Jun-1987,B
00013886,31-Aug-1996,BB
00013886,27-Feb-1999,BBB
00014355,28-Aug-1984,B
00014355,27-Nov-1988,CCC
00014355,08-Sep-1991,D
00011071,30-Nov-1982,CCC
00011071,30-Nov-1983,D
00010756,24-Dec-1982,AA
00010756,02-Aug-1983,A
00010756,23-Mar-1998,BBB
00014761,19-Feb-1984,A
00014761,28-Jul-2002,BBB
00014761,14-Nov-2003,BB
00013235,16-Dec-1983,AA
00013235,07-Jul-1984,BBB
00013235,24-May-1989,A
00013235,24-Jul-1997,AA
00013235,20-Feb-2003,A
00014243,25-Jan-1985,AA
00014243,16-Nov-1988,A
00014884,25-Oct-1984,AA
00012124,22-Aug-1984,AA
00012438,08-Oct-1982,B
00012438,02-Aug-1989,D
00011168,29-Oct-1982,BB
00011168,24-Apr-1996,BBB
00011168,31-Jul-2002,BB
00012611,14-Nov-1982,CCC
00012611,10-Apr-1984,D
00014069,25-Oct-1984,CCC
00014069,17-Jul-1990,D
00011958,18-Mar-1985,BB
00011958,13-May-1997,BBB
00011958,19-Sep-2000,B
00012289,02-Jul-1984,B
00012289,02-Mar-1992,D
00013729,28-Dec-1982,CCC
00013729,21-Feb-1983,D
00014684,10-Aug-1984,CCC
00014684,01-Sep-1996,BB
00014684,12-Dec-1997,BBB
00014684,20-Jan-2000,BB
00012350,06-Dec-1982,AA
00012350,08-Sep-1990,A
00010978,13-Dec-1982,AAA
00010978,29-Jan-1993,AA
00010978,07-Nov-2000,A
00011193,20-May-1984,BB
00011193,09-Aug-1989,BBB
00011193,06-Oct-1998,A
00011193,22-Oct-2003,BBB
00013355,13-Jul-1983,CCC
00013355,03-Jul-1985,D
00010719,02-Jun-1984,B
00010719,06-Aug-1997,BB
00010719,20-Apr-2000,D
00012808,05-Sep-1984,BB
00012808,26-Mar-1998,BBB
00012808,01-Jan-2000,BB
00012808,30-Jul-2004,B
00012872,23-Mar-1984,AA
00012872,07-Oct-1997,A
00012872,08-Sep-2000,BBB
00011969,27-Aug-1984,A
00011969,17-Jun-1988,BBB
00011969,06-Jan-2000,BB
00011969,17-Aug-2001,BBB
00011134,10-Apr-1983,A
00011134,29-Oct-1984,BBB
00011134,15-Jan-1986,A
00011134,14-Dec-2002,BBB
00012729,22-Aug-1984,A
00013197,15-Apr-1985,A
00013197,29-Jun-1998,AA
00013197,13-Feb-2001,A
00013931,01-Jan-1985,BB
00013931,13-Nov-1991,B
00012481,12-Nov-1982,BB
00012481,27-Nov-1993,B
00012481,24-Jun-2002,CCC
00012628,19-Aug-1983,A
00012628,26-Nov-1997,AA
00013230,22-Aug-1983,BBB
00013230,21-May-1990,A
00011797,03-Jul-1984,AA
00011797,29-Dec-1991,A
00011797,19-Apr-2002,AA
00014417,07-Apr-1984,AAA
00014417,16-Oct-1985,AA
00011227,16-Oct-1984,BB
00011227,23-May-1994,BBB
00011227,04-Jan-1997,A
00010310,21-Aug-1983,BBB
00010310,31-Dec-1984,BB
00010395,12-Mar-1983,A
00010395,28-Jun-1996,AA
00010395,16-Jan-1999,A
00011191,12-Nov-1982,A
00011191,02-Nov-1990,B
00011191,28-Jun-1991,BB
00011191,03-Oct-1993,BBB
00011191,05-Nov-2002,D
00012045,28-Sep-1984,AA
00012045,23-May-2003,A
00010802,11-Mar-1983,AAA
00010802,27-Dec-1994,AA
00014223,10-Sep-1983,AA
00013262,21-Feb-1984,BBB
00013262,18-Jul-1985,BB
00013262,15-Aug-1992,B
00013262,15-Mar-1996,BB
00013262,11-Dec-2003,B
00011445,04-Apr-1983,CCC
00011445,10-Aug-1997,B
00011445,07-Feb-1999,CCC
00011445,01-Apr-2001,B
00011445,27-Sep-2002,CCC
00011342,21-May-1984,CCC
00011342,28-Sep-1984,D
00012942,15-Dec-1983,AA
00012907,16-Jan-1983,AA
00013988,08-Oct-1984,A
00013988,28-Oct-1986,AA
00011148,26-Nov-1982,BB
00011148,25-Oct-1990,B
00011148,10-Aug-1993,BB
00011148,04-May-1994,B
00011148,15-Nov-1995,BB
00011148,17-Aug-1997,BBB
00011148,23-Jul-1998,BB
00011148,02-Jun-1999,BBB
00011148,12-Oct-2002,BB
00014036,08-Jun-1983,B
00014036,29-Jun-1998,CCC
00011591,12-Apr-1983,BB
00011591,01-Oct-1987,CCC
00011591,03-Aug-1990,D
00011351,31-Jan-1984,CCC
00011351,12-Apr-2003,D
00013812,17-Nov-1982,B
00013812,11-Jan-1989,D
00010272,27-Sep-1983,CCC
00010272,22-Aug-1987,D
00012572,30-Nov-1982,BBB
00012572,25-Dec-1994,A
00012572,14-Nov-1998,D
00011362,08-Dec-1982,BBB
00011362,20-Aug-1989,BB
00011362,12-Dec-1992,BBB
00011362,09-Dec-1994,A
00012760,11-Oct-1984,AA
00011065,05-Jun-1983,BB
00011065,12-Apr-1998,BBB
00011065,22-Nov-2001,BB
00011065,06-Apr-2003,B
00014162,13-Apr-1984,AA
00014162,03-Jul-1997,AAA
00011784,09-Apr-1985,BBB
00011784,28-Jan-1986,BB
00011784,08-Jul-1992,B
00011784,09-Apr-1999,BB
00011784,17-Mar-2000,BBB
00011784,28-Oct-2004,B
00013505,24-Oct-1983,BB
00013505,22-Sep-1998,BBB
00013658,13-Jul-1984,A
00012788,14-Sep-1984,CCC
00012788,03-May-1988,D
00013351,25-Oct-1983,BB
00013351,05-Aug-1985,B
00013351,20-May-1991,CCC
00013351,02-Jan-1993,B
00013351,20-Sep-1999,D
00012070,04-Jun-1984,AAA
00012070,09-Dec-1991,AA
00012070,03-Jun-2004,A
00012903,05-Dec-1982,AAA
00011275,09-Mar-1985,BB
00011275,25-Jul-1999,BBB
00011275,23-May-2000,BB
00011275,01-Dec-2002,BBB
00011845,21-Feb-1983,BB
00011845,15-Jun-1995,BBB
00010487,11-May-1983,BB
00010487,23-Jun-1995,BBB
00010487,31-Mar-1998,A
00010487,18-Jan-2002,BBB
00011128,24-Oct-1984,B
00011128,03-Oct-1985,D
00012635,19-Dec-1983,AA
00012635,20-May-1999,A
00012160,25-Sep-1984,CCC
00012160,20-Jul-1985,D
00014252,18-Sep-1983,BB
00014252,08-Jul-1992,D
00013250,18-May-1983,A
00013250,26-Sep-1984,BBB
00013250,16-Apr-1998,A
00013250,31-Aug-2002,BBB
00011843,24-Sep-1982,A
00011843,23-Nov-1994,AA
00011843,09-Mar-2001,A
00013585,21-Jun-1984,BBB
00013585,18-Sep-1989,A
00013585,21-Jun-2000,AA
00013585,01-Feb-2004,BBB
00011359,21-Oct-1983,AA
00011359,19-Jun-1991,A
00010807,13-Nov-1983,B
00010807,11-Jul-1996,BB
00012076,19-Apr-1984,B
00012076,24-Dec-1991,CCC
00012076,24-Feb-2004,D
00012319,16-Oct-1982,BB
00012319,29-Oct-2001,B
00012586,30-Jun-1983,AAA
00012586,05-Mar-1999,AA
00012586,24-Jan-2002,A
00010506,29-Sep-1984,AAA
00011343,15-Jul-1984,BB
00011343,24-Mar-1994,B
00011343,07-Jun-1998,BBB
00011343,21-Oct-1999,BB
00014023,21-Dec-1982,BB
00014023,16-Jan-1988,A
00012175,26-Dec-1982,AA
00012175,19-Apr-1996,AAA
00012175,10-Oct-1998,AA
00012175,25-Jun-2001,A
00014331,18-Nov-1982,AA
00014331,26-Apr-1993,A
00012579,25-Aug-1982,BBB
00012579,25-Oct-1997,D
00013645,15-Oct-1983,AAA
00013645,19-Jan-1999,AA
00013645,21-Jun-2000,AAA
00013645,09-Aug-2003,AA
00014096,04-Jun-1984,AA
00014096,17-Feb-1996,A
00014096,01-Jan-2003,BBB
00011967,10-Aug-1984,B
00010337,31-Jan-1984,B
00010337,28-Jan-1994,BB
00010337,18-Jul-1997,BBB
00010337,30-Jul-1998,A
00013633,04-Dec-1982,A
00013633,14-Mar-1995,AA
00011395,11-May-1984,A
00011395,06-Jan-1990,BBB
00011395,06-Oct-2000,A
00010609,22-Dec-1982,AAA
00010609,10-Apr-1998,AA
00011205,30-Dec-1982,AAA
00011205,08-Aug-1983,AA
00011205,14-Oct-1989,A
00011205,19-Dec-1993,BBB
00011205,09-Oct-1999,A
00010436,24-Nov-1982,BBB
00010436,30-Jun-1986,BB
00010436,06-May-1996,BBB
00010436,19-Jan-1998,BB
00010436,10-Feb-2000,B
00012425,07-Jan-1983,BB
00012425,19-Sep-1986,CCC
00012425,22-Dec-1990,D
00011691,02-Feb-1983,A
00011691,21-Sep-1992,AA
00011691,24-Dec-1998,A
00010288,02-Mar-1983,AA
00010288,19-May-1997,AAA
00013862,01-Jul-1983,BBB
00013862,07-Mar-1985,BB
00013862,23-Oct-1996,BBB
00013862,10-Jul-1998,B
00013862,26-Apr-2001,BB
00013003,30-Jun-1983,BBB
00013003,04-Dec-1998,BB
00014101,23-Mar-1983,AA
00014101,24-Apr-1989,AAA
00014101,27-Feb-1991,AA
00014101,12-Aug-1993,AAA
00014101,23-Oct-2002,AA
00013071,26-Apr-1983,AAA
00013071,22-Jul-1998,AA
00013071,20-Dec-2001,A
00010463,27-Jan-1985,CCC
00010463,10-Jun-1986,B
00010463,21-Jul-1988,BB
00010463,23-Jun-1989,B
00010463,29-May-1991,BB
00010463,04-May-2000,D
00013790,21-Jul-1984,BB
00013790,28-Apr-1994,BBB
00013790,16-Oct-1996,A
00013790,07-Jul-1998,AA
00011169,25-Feb-1984,BB
00011169,28-Jan-1999,BBB
00011169,05-Jun-1999,BB
00012544,18-Feb-1983,AAA
00012544,10-May-1984,A
00012544,21-May-1995,AA
00010713,18-Mar-1983,CCC
00010713,16-Jun-1983,D
00010883,03-Nov-1982,BBB
00010883,30-Jan-1984,BB
00010883,08-Apr-1996,BBB
00010883,31-Aug-1998,BB
00010883,16-Jun-2000,BBB
00012534,17-Feb-1985,CCC
00012534,28-Apr-1985,D
00012921,25-Jul-1984,BB
00012921,16-May-1994,BBB
00012921,19-Jul-2000,D
00014320,27-Feb-1984,B
00014320,22-Apr-1985,D
00012035,27-Jun-1983,CCC
00012035,04-May-1987,D
00012452,31-Jan-1983,AAA
00012402,02-May-1984,AA
00012402,29-Jul-1985,A
00012402,02-Oct-2003,BBB
00010864,02-May-1985,B
00010864,28-Aug-1986,CCC
00010864,07-Oct-1992,D
00014841,04-Feb-1983,AAA
00014841,03-Jun-1984,AA
00014841,12-Mar-1998,BBB
00014841,06-Oct-2001,D
00014214,03-May-1983,A
00014214,21-May-2001,BBB
00014214,15-Jul-2002,BB
00010126,19-Sep-1983,AAA
00010126,20-Mar-1999,AA
00010126,28-Dec-2002,A
00011259,31-Oct-1982,B
00011259,02-Apr-1987,CCC
00011259,05-Jun-1990,D
00014358,02-Jul-1984,AA
00011077,24-Sep-1983,BB
00011077,11-Oct-1996,BBB
00012222,27-Apr-1985,BBB
00012222,16-Mar-1988,A
00012222,06-Mar-2000,AA
00010865,24-Sep-1983,BBB
00010865,25-Oct-1984,BB
00010865,27-Nov-1996,BBB
00012953,30-Apr-1984,BBB
00012953,04-May-1988,A
00011633,19-Jan-1983,AA
00011633,22-Aug-1990,BBB
00011633,04-Oct-1996,A
00011633,23-Oct-1999,BBB
00011633,07-Apr-2000,A
00014021,03-Sep-1983,AA
00014021,21-Aug-1994,A
00014021,26-Feb-2001,BBB
00011344,26-Jan-1983,BBB
00011344,17-Feb-1983,BB
00011344,01-Apr-1986,B
00011344,29-May-1992,BB
00011344,13-Dec-1996,BBB
00011344,10-Feb-1997,A
00011344,04-Jun-1998,BBB
00012879,14-Sep-1984,AA
00012879,06-May-1985,A
00011620,05-Jan-1985,A
00010346,04-Aug-1983,CCC
00010346,02-Jun-1997,B
00010346,20-Aug-1998,D
00013039,04-Jul-1984,CCC
00013039,19-Apr-1990,B
00013039,23-Jul-1994,BB
00013039,21-Oct-1995,BBB
00013039,12-Oct-1997,A
00012497,08-Jun-1983,AAA
00012497,07-May-2002,AA
00014235,31-Jan-1984,AAA
00014235,08-Sep-1985,AA
